focal_species	other_species	ortholog_number	focal_transcript	other_transcript	dN	dS	dN/dS	focal_gene_ID	LFC_abdomen	FDR_pval_abdomen	LFC_head+thorax	FDR_pval_head+thorax	level_most_dist_ortholog	orthogroup_ID	positive_selection
C_maculatus	B_siliquastri	817	g427.t4	BRAKERILHT00000001762	0.0209	0.6137	0.034055727554179564	g427	-0.943671961944369	1.3835674965919502e-09	-0.485999715148334	0.003957011418187	5	3428	False
C_maculatus	B_siliquastri	8891	g9744.t1	BRAKERILHT00000015997	0.4227	10.6494	0.03969237703532594	g9744	1.39168375475473	0.0279297971207389	-0.246097920242695	0.750420584479245	5	1314	False
C_maculatus	B_siliquastri	2370	g9217.t1	BRAKERILHT00000005631	0.0335	0.8461	0.03959342867273372	g9217	-0.424943878327601	0.0019901815611034	-0.301520809079716	0.0474061430378937	5	5236	False
C_maculatus	B_siliquastri	7516	g4158.t1	BRAKERILHT00000013686	0.0876	0.8633	0.1014710992702421	g4158	1.83445675203469	1.4114216855094502e-54	0.595871371211279	2.39686995329885e-05	5	3691	False
C_maculatus	B_siliquastri	5660	g10784.t1	BRAKERILHT00000011682	0.139	1.1107	0.12514630413252906	g10784	0.978088713620384	1.27336496335364e-25	0.670144200578356	1.5916112496265e-09	5	250	False
C_maculatus	B_siliquastri	779	g999.t1	BRAKERILHT00000001913	0.1431	0.9669	0.14799875892026063	g999	-0.477965949352146	0.0048763823958581	-0.347410675958731	0.0916375902566701	5	3150	False
C_maculatus	B_siliquastri	7984	g9401.t1	BRAKERILHT00000014850	0.0329	0.4959	0.06634402097197015	g9401		1.0		1.0	5	6416	False
C_maculatus	B_siliquastri	2335	g9172.t1	BRAKERILHT00000004816	0.0251	0.8395	0.02989874925550923	g9172	-7.17896338964582	7.22339115093599e-07	-3.1127858356646	0.0227510755428812	5	5173	False
C_maculatus	B_siliquastri	7182	g4053.t1	BRAKERILHT00000012784	0.0287	0.7167	0.04004464908608902	g4053	0.0548916399878218	0.83682737234789	0.304362068845955	0.296582088210758	5	3742	False
C_maculatus	B_siliquastri	6516	g9784.t1	BRAKERILHT00000012284	0.0491	0.7544	0.06508483563096501	g9784	0.12063815797601	0.224295075355936	-0.0581350361949015	0.671986109514057	5	23	False
C_maculatus	B_siliquastri	1006	g174.t1	BRAKERILHT00000001609	0.0351	0.6385	0.05497259201252937	g174	-0.66945375604447	1.25349895922438e-15	-0.0653793472759721	0.541020390207406	5	3036	False
C_maculatus	B_siliquastri	4660	g6112.t1	BRAKERILHT00000009038	0.0251	0.8481	0.02959556656054711	g6112	-0.0918748056719077	0.517365148768476	-0.0763029068500963	0.66687375006222	5	4515	False
C_maculatus	B_siliquastri	1492	g12189.t3	BRAKERILHT00000004005	0.0744	0.2441	0.3047931175747644	g12189	0.331371558708182	0.0076394768935989	-0.773703071993661	9.4542890878737e-10	4	7199	True
C_maculatus	B_siliquastri	6182	g10093.t1	BRAKERILHT00000011823	0.0783	0.878	0.08917995444191343	g10093	1.23596595181012	1.50697054498125e-25	0.173673578736453	0.229554660859545	5	389	False
C_maculatus	B_siliquastri	3335	g8308.t1	BRAKERILHT00000004651	0.0506	0.8394	0.06028115320467	g8308	-0.148625246276657	0.210178928944556	-0.221617308208813	0.0942156621426273	4	5538	True
C_maculatus	B_siliquastri	6553	g9828.t1	BRAKERILHT00000010844	0.0705	1.4055	0.05016008537886873	g9828	-0.0403510664573431	0.971032255787174	-5.80877418919324	1.32868375706655e-05	3	162	False
C_maculatus	B_siliquastri	1043	g3157.t1	BRAKERILHT00000001644	0.128	1.1282	0.1134550611593689	g3157	-2.18705136081932	9.75502627620082e-38	-0.432149026498408	0.0139248708173925	4	3576	True
C_maculatus	B_siliquastri	5856	g10840.t1	BRAKERILHT00000012034	0.0361	0.6521	0.05535960742217451	g10840	-0.956607174584193	4.91581424752659e-18	-0.169833073081693	0.191088247900558	5	579	True
C_maculatus	B_siliquastri	7363	g4462.t1	BRAKERILHT00000013383	0.1836	0.7499	0.24483264435258037	g4462	0.0813733297871257	0.546680868094837	1.16980891421789	1.6716545037323e-17	4	4241	True
C_maculatus	B_siliquastri	2505	g9150.t4	BRAKERILHT00000005091	0.0463	0.5904	0.07842140921409214	g9150	-0.411768134927913	0.0332959611159084	1.004704412452	1.69080175009375e-06	5	5190	False
C_maculatus	B_siliquastri	5015	g3259.t1	BRAKERILHT00000008511	0.055	0.8489	0.0647897278831429	g3259	-2.56492300755713	1.43533895743116e-05	-0.814596253760687	0.0910904199213723	4	4387	False
C_maculatus	B_siliquastri	2997	g7775.t1	BRAKERILHT00000006360	0.0993	1.2358	0.08035280789771808	g7775	1.16310170714434	5.27714321946585e-14	0.192367494282961	0.327076965922082	5	5558	False
C_maculatus	B_siliquastri	2540	g7940.t2	BRAKERILHT00000004749	0.0379	0.7302	0.05190358805806629	g7940	0.203032636043999	0.217366942394402	0.0326276182026203	0.881970578519489	5	5973	False
C_maculatus	B_siliquastri	7326	g4507.t2	BRAKERILHT00000013816	0.0765	0.8608	0.08887081784386616	g4507	-2.07508821150465	2.43449960152421e-48	-0.773660991233957	1.07685686334938e-07	5	4205	False
C_maculatus	B_siliquastri	5813	g10636.t1	BRAKERILHT00000011687	0.0437	0.6906	0.06327830871705764	g10636	1.34040613591396	8.75905666743958e-27	1.42812836409984	8.97754495030884e-17	5	589	True
C_maculatus	B_siliquastri	598	g535.t1	BRAKERILHT00000000218	0.0432	0.7718	0.05597305001295672	g535	0.631043327937378	1.27888784847232e-12	-0.0073178600421227	0.955219776751336	5	2834	True
C_maculatus	B_siliquastri	5050	g5766.t1	BRAKERILHT00000008689	0.0551	0.8955	0.061529871580122845	g5766	-0.0436419649531711	0.821236701467666	-0.442254543520694	0.0250161015879719	5	4394	False
C_maculatus	B_siliquastri	5481	g6794.t1	BRAKERILHT00000009858	0.069	0.711	0.09704641350210971	g6794	0.718042845286999	0.0009161971895097	0.887145659615925	0.0003760850820803	3	5012	False
C_maculatus	B_siliquastri	6363	g9893.t1	BRAKERILHT00000010480	0.0249	0.8813	0.028253716101214115	g9893	-0.147458311054451	0.356004044034718	0.200632217796203	0.305753157297723	5	523	False
C_maculatus	B_siliquastri	4015	g13168.t1	BRAKERILHT00000006516	0.0543	0.5683	0.09554812598979412	g13168	1.13812783318333	4.98503647968587e-38	0.265906343588596	0.0151864528849078	5	2274	False
C_maculatus	B_siliquastri	1673	g11757.t1	BRAKERILHT00000003595	0.0151	0.6772	0.02229769639692853	g11757	-0.769367016119054	3.71838705584484e-08	-0.567435573906051	0.0001519713350047	5	1374	False
C_maculatus	B_siliquastri	4481	g4995.t1	BRAKERILHT00000007861	0.0086	0.621	0.013848631239935587	g4995	0.180843080679361	0.159461613401923	0.292280389005544	0.0360181392733716	5	2493	False
C_maculatus	B_siliquastri	3191	g8950.t1	BRAKERILHT00000004519	0.0759	0.838	0.0905727923627685	g8950	2.08664806770583	1.73510502339399e-55	0.558316756700728	0.0001671845299003	5	5135	False
C_maculatus	B_siliquastri	4813	g6842.t1	BRAKERILHT00000009277	0.0207	0.4783	0.043278277231862845	g6842	2.09102727936562	0.000318110764995	-0.36243958187864	0.571530913960685	4	4724	False
C_maculatus	B_siliquastri	3540	g2693.t1	BRAKERILHT00000007692	0.0406	0.9082	0.044703809733538866	g2693	-1.57994726840871	4.07549731652818e-51	-0.37946293752282	0.0006359360072414	4	2709	False
C_maculatus	B_siliquastri	1636	g11360.t1	BRAKERILHT00000003639	0.0294	0.7957	0.03694859871810984	g11360	0.0741190233011631	0.597088326221267	-0.149014288216739	0.341457925060305	5	7173	False
C_maculatus	B_siliquastri	4050	g13344.t1	BRAKERILHT00000008463	0.0506	0.682	0.07419354838709677	g13344	-11.1358648044882	1.36306282505158e-10	-3.44668826438031	0.0166926633393723	4	2383	False
C_maculatus	B_siliquastri	1958	g12217.t1	BRAKERILHT00000002836	0.0199	0.4442	0.04479963980189104	g12217	-0.275832261784771	0.0024657943253051	-0.0036623655704149	0.980247810922601	5	1873	False
C_maculatus	B_siliquastri	6899	g3749.t1	BRAKERILHT00000012653	0.0023	0.3498	0.0065751858204688395	g3749	0.110119980773129	0.308148888536563	0.195793427576465	0.0983966642906911	5	3932	False
C_maculatus	B_siliquastri	4738	g5867.t1	BRAKERILHT00000008607	0.0239	0.9157	0.026100251173965274	g5867	1.20885538337895	9.95605785522509e-38	0.204477385834242	0.0864508690456146	5	4552	False
C_maculatus	B_siliquastri	7899	g14062.t2	BRAKERILHT00000015568	0.0483	0.6723	0.07184292726461401	g14062	0.393277604128501	0.003290062545788	-1.0759644068619	3.07075027862927e-15	5	6551	True
C_maculatus	B_siliquastri	8233	g14257.t1	BRAKERILHT00000015388	0.0444	0.3958	0.112177867609904	g14257	0.309440559057291	0.0004650979614503	-0.0334320467275328	0.792813830382247	5	6264	False
C_maculatus	B_siliquastri	664	g636.t1	BRAKERILHT00000000325	0.0272	0.3478	0.07820586543990798	g636	-1.32236378653472	1.89646159719781e-39	-0.461939942389788	4.01987478993603e-06	5	3609	False
C_maculatus	B_siliquastri	2228	g12326.t1	BRAKERILHT00000002766	0.0065	0.5827	0.011154968251244207	g12326	0.917313613459224	1.0347733007681701e-15	0.144605814046516	0.335565572838219	5	1858	False
C_maculatus	B_siliquastri	7821	g13953.t1	BRAKERILHT00000014127	0.1404	0.7344	0.19117647058823528	g13953	-1.26395197215538	0.0037043230643374	0.334195214751101	0.76382993563918	3	6160	False
C_maculatus	B_siliquastri	5314	g7153.t1	BRAKERILHT00000009347	0.1633	1.435	0.1137979094076655	g7153	-2.11296266307672	2.07336778633538e-33	-1.05431707745738	3.04974114400214e-10	3	4957	False
C_maculatus	B_siliquastri	7062	g4690.t2	BRAKERILHT00000013592	0.0763	0.9232	0.08264731369150781	g4690	0.607776455649901	1.43551621302688e-06	-0.402353810388577	0.0051593483770878	4	4086	False
C_maculatus	B_siliquastri	2604	g7998.t1	BRAKERILHT00000006458	0.1126	0.7825	0.14389776357827477	g7998	0.909794118010797	8.84889798862436e-12	0.201406321406371	0.256435645480069	5	1376	False
C_maculatus	B_siliquastri	2290	g8248.t1	BRAKERILHT00000004750	0.0003	0.3259	0.0009205277692543723	g8248	-0.351986327244984	0.0002912285904117	-0.276656628707919	0.0104815740489113	5	5927	False
C_maculatus	B_siliquastri	248	g437.t1	BRAKERILHT00000000232	0.0585	0.7461	0.07840772014475272	g437	1.07870401211432	1.57110602193113e-25	0.10816111570653	0.398820374281239	5	2824	False
C_maculatus	B_siliquastri	5351	g7090.t1	BRAKERILHT00000009338	0.1838	0.9169	0.20045806521976223	g7090	-2.57808135389092	1.1924831961691499e-28	-0.944033544642606	3.35667088594132e-05	3	5052	False
C_maculatus	B_siliquastri	7864	g14019.t1	BRAKERILHT00000014075	0.0714	0.6534	0.10927456382001838	g14019	0.829362391542763	1.7447852563580999e-13	0.211262473831811	0.11576363020896	5	6213	False
C_maculatus	B_siliquastri	699	g679.t1	BRAKERILHT00000000172	0.0418	0.7299	0.05726811892040005	g679	-2.34067699634813	6.95946996124994e-29	0.152428198387008	0.555665855004499	5	3476	False
C_maculatus	B_siliquastri	2641	g8041.t1	BRAKERILHT00000004604	0.0086	0.4279	0.02009815377424632	g8041	1.39537435786584	1.0054432738149599e-48	0.0499257211566201	0.688485351642574	3	5727	False
C_maculatus	B_siliquastri	1572	g5636.t1	BRAKERILHT00000004392	0.016	0.5904	0.027100271002710025	g5636	1.54403744709477	2.23652246036548e-21	0.947840064777713	8.06583938262681e-07	5	1266	False
C_maculatus	B_siliquastri	6821	g3641.t1	BRAKERILHT00000012524	0.0319	0.7913	0.0403134083154303	g3641	-3.54897277353484	6.29706113822862e-20	-2.94002556403561	0.0019984904470956	4	3809	False
C_maculatus	B_siliquastri	3604	g12693.t1	BRAKERILHT00000008098	0.0602	0.7947	0.07575185604630678	g12693	-1.94730831673666	1.69236769374817e-20	-0.713656355510608	0.0006461577551187	4	1963	False
C_maculatus	B_siliquastri	6062	g10850.t1	BRAKERILHT00000012003	0.0138	0.8749	0.015773231226425877	g10850	1.7912302704061	4.07659647396681e-33	0.572369728583563	0.0009834317985968	5	328	True
C_maculatus	B_siliquastri	4351	g13446.t1	BRAKERILHT00000007553	0.0239	0.6111	0.03910980199639994	g13446	1.49413234413452	8.23659341825309e-20	0.390171959536517	0.042754428313225	5	2114	True
C_maculatus	B_siliquastri	6027	g10737.t1	BRAKERILHT00000012199	0.026	0.8181	0.03178095587336511	g10737	-0.102412807949657	0.43278037835494	0.0155571753065293	0.933452361915584	5	419	False
C_maculatus	B_siliquastri	3641	g2621.t1	BRAKERILHT00000007221	0.0468	0.9665	0.04842214174857734	g2621	1.64057775286784	2.40344165651913e-56	0.562682119881814	2.95783028254039e-06	5	2665	True
C_maculatus	B_siliquastri	3290	g7877.t1	BRAKERILHT00000005139	0.0517	0.8833	0.05853051058530511	g7877	-0.342385545268878	0.0051515403913126	0.199716097749366	0.189740289725872	4	5897	True
C_maculatus	B_siliquastri	4439	g13466.t2	BRAKERILHT00000006931	0.0839	0.9478	0.08852078497573328	g13466	1.37078301800374	6.76220488690167e-22	0.918777036225911	7.08674731207717e-08	5	7189	False
C_maculatus	B_siliquastri	8	g1070.t2	BRAKERILHT00000000202	0.1374	0.6413	0.2142523000155933	g1070	0.578903673418554	9.28902003649958e-06	0.225993684040912	0.129968855403293	5	3177	False
C_maculatus	B_siliquastri	8971	g3402.t2	BRAKERILHT00000016124	0.0769	1.0729	0.0716748998042688	g3402	1.76979215662585	1.74403772624427e-42	0.896025596396837	7.950109862729151e-09	5	6709	False
C_maculatus	B_siliquastri	565	g3167.t1	BRAKERILHT00000000796	0.0105	0.5509	0.019059720457433295	g3167	0.75788977816068	0.0396159564768521	-0.432463201314212	0.324852605512146	5	3062	True
C_maculatus	B_siliquastri	8132	g5173.t1	BRAKERILHT00000014275	0.1826	0.7673	0.23797732308093317	g5173	-2.06917807209329	0.0585392071954801	-2.43130082626732	0.0745904191153103	3	6355	False
C_maculatus	B_siliquastri	5439	g6980.t1	BRAKERILHT00000009728	0.0137	0.7063	0.01939685685969135	g6980	-0.538383284354312	0.0010818936041497	-0.879422991407929	3.27610875612185e-07	5	4975	False
C_maculatus	B_siliquastri	2129	g11314.t1	BRAKERILHT00000003258	0.0078	0.6212	0.012556342562781713	g11314	1.72921687946049	6.792530407394439e-33	0.206089351060794	0.22994059120177	5	1730	False
C_maculatus	B_siliquastri	8934	g14791.t3	BRAKERILHT00000016430	0.0233	0.2587	0.09006571318129108	g14791	0.365644743201622	0.028674312595192	-0.0339770465162152	0.882584718413199	5	6736	True
C_maculatus	B_siliquastri	520	g136.t2	BRAKERILHT00000002126	0.0489	1.1161	0.04381327838007346	g136	1.70729723925556	1.01502188165502e-42	0.791216097220578	3.5342413926448e-09	5	3056	True
C_maculatus	B_siliquastri	7859	g14013.t1	BRAKERILHT00000014222	0.0621	0.6702	0.09265890778871978	g14013	-0.257393260103122	0.0534418130301329	-0.131405125615148	0.430545637955065	5	6209	False
C_maculatus	B_siliquastri	275	g651.t2	BRAKERILHT00000000514	0.07	0.5598	0.1250446588067167	g651	0.682216437206861	1.41586634619549e-08	0.32488508437723	0.0169985393677405	5	2860	False
C_maculatus	B_siliquastri	2639	g8039.t2	BRAKERILHT00000005942	0.022	0.6416	0.03428927680798005	g8039	-3.3758330740449	1.82555993608292e-30	-0.993812867890991	7.29463925966065e-05	5	5729	False
C_maculatus	B_siliquastri	5329	g6910.t1	BRAKERILHT00000009868	0.0401	0.9319	0.04303036806524305	g6910	2.05305610209302	3.80013787143231e-63	-0.152915294480362	0.254443626323845	5	5095	True
C_maculatus	B_siliquastri	230	g1170.t1	BRAKERILHT00000000509	0.1799	1.0986	0.16375386855998544	g1170	0.0193770780885151	0.898953693929292	-0.858426287579952	2.9370381158427502e-09	5	3089	True
C_maculatus	B_siliquastri	3639	g2619.t1	BRAKERILHT00000007516	0.0275	0.5335	0.051546391752577324	g2619	-0.455219128895422	0.0016139951576154	-0.0602582550812264	0.77800216314288	5	2663	False
C_maculatus	B_siliquastri	4329	g13424.t1	BRAKERILHT00000007064	0.2032	0.9278	0.2190127182582453	g13424	3.9930799526992	7.393897955862881e-25	1.0979102163824	0.0219343982298482	5	1998	True
C_maculatus	B_siliquastri	6772	g3900.t1	BRAKERILHT00000012484	0.0118	0.6687	0.017646179153581576	g3900		1.0		1.0	5	3640	False
C_maculatus	B_siliquastri	3114	g1808.t1	BRAKERILHT00000005127	0.0678	0.6387	0.10615312353217472	g1808	0.883166602567341	1.71367136721504e-10	0.23379585773936	0.22020444199861	4	5145	False
C_maculatus	B_siliquastri	3957	g2239.t1	BRAKERILHT00000007068	0.0117	0.8092	0.014458724666337124	g2239		1.0		1.0	5	2189	True
C_maculatus	B_siliquastri	1262	g11954.t1	BRAKERILHT00000004224	0.0845	1.4424	0.05858291735995564	g11954	-0.23592901515827	0.122445254224939	-0.483703079216096	0.001768948510125	5	1182	False
C_maculatus	B_siliquastri	4404	g13502.t1	BRAKERILHT00000008396	0.0643	1.013	0.06347482724580454	g13502	-1.18486256896756	1.2198829454911899e-12	-0.696161138912734	4.61562161523215e-06	5	2430	True
C_maculatus	B_siliquastri	4896	g6882.t1	BRAKERILHT00000009089	0.0169	0.7056	0.023951247165532877	g6882	-0.945103243783731	2.2430768428687e-11	-0.69991570334689	3.2398333959085805e-09	5	4822	False
C_maculatus	B_siliquastri	3151	g8890.t1	BRAKERILHT00000005121	0.0614	0.5536	0.11091040462427747	g8890	-0.466077156506242	0.005246453799392	-0.906790947070069	1.70621741155686e-07	5	5210	False
C_maculatus	B_siliquastri	6737	g3669.t3	BRAKERILHT00000013815	0.0103	0.7812	0.01318484383000512	g3669	-1.15288614591354	6.632546729487249e-22	-0.322748382998381	0.711781188298646	5	3827	False
C_maculatus	B_siliquastri	4441	g13464.t1	BRAKERILHT00000006546	0.0674	0.5138	0.13117944725574152	g13464	-2.56216006600889	2.10008146355178e-08	-0.429737693093668	0.226030764865754	5	2462	False
C_maculatus	B_siliquastri	1227	g11008.t3	BRAKERILHT00000003986	0.0204	0.5676	0.03594080338266385	g11008	-0.0640240045660778	0.623925592062536	0.0736630167365009	0.639090914306321	4	1610	True
C_maculatus	B_siliquastri	3580	g12664.t1	BRAKERILHT00000008337	0.0258	0.3786	0.06814580031695722	g12664	0.820361458326312	1.10945369423561e-08	0.193563240724874	0.240428040140337	4	1988	False
C_maculatus	B_siliquastri	5896	g10043.t1	BRAKERILHT00000011300	0.0969	0.6481	0.14951396389446073	g10043	1.1069468335731	8.86510790612408e-12	0.652056836421626	0.0002767882290754	5	111	False
C_maculatus	B_siliquastri	8909	g1846.t1	BRAKERILHT00000016366	0.0344	0.6056	0.056803170409511224	g1846	0.78250746049175	1.1440607770715701e-14	-0.600318123124848	6.63695050662512e-10	5	6609	False
C_maculatus	B_siliquastri	2114	g11295.t1	BRAKERILHT00000004248	0.2483	1.5332	0.161948865118706	g11295	-10.062348360196	4.2024765187229e-17	-3.68592096232853	0.0002319908379691	4	1793	False
C_maculatus	B_siliquastri	7772	g13890.t1	BRAKERILHT00000014636	0.158	1.3186	0.11982405581677537	g13890	-2.83669320165404	4.08498321961769e-05	-0.694708825429012	0.513015062168303	4	6081	True
C_maculatus	B_siliquastri	5404	g6934.t1	BRAKERILHT00000009442	0.0184	0.4354	0.042259990813045475	g6934	-0.230194574391683	0.363295154222426	-0.890410072567194	0.0001164990520507	5	5082	False
C_maculatus	B_siliquastri	5090	g6194.t1	BRAKERILHT00000010100	0.0516	0.6939	0.0743623000432339	g6194	-0.657258762709007	1.16416148130881e-10	-0.446544654128601	1.21127721843744e-05	5	4883	False
C_maculatus	B_siliquastri	558	g72.t1	BRAKERILHT00000001891	0.1439	1.0179	0.1413694861970724	g72	2.75225284888571	5.70585642957893e-88	1.13488184039094	3.0980405668486897e-13	5	2885	True
C_maculatus	B_siliquastri	7737	g9612.t1	BRAKERILHT00000015380	0.0366	0.9615	0.03806552262090484	g9612	0.862126948066826	2.76064203498759e-10	0.166712499005045	0.334849776134832	5	6518	True
C_maculatus	B_siliquastri	5441	g6982.t1	BRAKERILHT00000009397	0.0462	0.8019	0.05761316872427984	g6982	-1.51174670615694	5.47365380354632e-59	-0.291664328844408	0.004260026236905	5	4977	True
C_maculatus	B_siliquastri	8523	g14653.t2	BRAKERILHT00000015649	0.0461	0.7936	0.05808971774193549	g14653	-0.856573430474271	2.9836476019996303e-09	0.0592785885553348	0.761521206866789	5	6928	False
C_maculatus	B_siliquastri	174	g820.t1	BRAKERILHT00000000733	0.0139	0.8012	0.0173489765351972	g820	0.264421434940813	0.0200680706532635	-0.484629995339897	1.98686898120836e-05	5	2925	True
C_maculatus	B_siliquastri	972	g224.t1	BRAKERILHT00000000346	0.0318	0.6574	0.048372376026772135	g224	0.301773231250575	0.0145813620722418	-0.161698025906182	0.257371630128422	5	3523	True
C_maculatus	B_siliquastri	8566	g2104.t1	BRAKERILHT00000016276	0.1566	0.8898	0.1759946055293324	g2104	1.09956446720837	8.73968077462413e-18	0.489474021249292	0.0007112337663485	5	6960	False
